ID,性别,年龄,注册时间,文化程度,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127962425,女,24,2017/01/01,无,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,"7,750.00",6,42,41,1,0,装修,暂无,17999.00,2457.48,6200.00,8005.13
127962426,男,33,2017/06/22,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"19,982.00",1,12,12,0,0,日常消费,暂无,9000.00,0.00,9000.00,10585.56
127962428,男,38,2016/11/25,专科,合肥职工科技大学,成人,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,"13,331.00",12,37,37,0,0,日常消费,暂无,27250.00,3834.25,8000.00,9497.03
127962429,男,28,2015/10/20,专科,新疆轻工职业技术学院,普通,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,"36,736.00",1,3,0,2,0,装修,暂无,4250.00,4816.50,4250.00,5805.26
127962431,男,41,2017/07/27,无,无,无,暂未提供,日常消费,投资收入,暂未提供,15000及以上,"123,796.00",0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962432,男,24,2017/04/08,专科,陕西航空职业技术学院,普通,暂未提供,旅游,薪资收入,私营业主,5000-8000（含5000）,"40,905.00",8,43,39,4,0,旅游,暂无,27308.00,5089.29,9500.00,12056.61
127962434,女,48,2018/06/26,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,日常消费,暂无,800.00,471.93,800.00,629.24
127962436,男,25,2017/01/07,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"2,039.00",11,56,55,1,0,日常消费,暂无,25981.00,9688.51,4390.00,11668.17
127962440,女,25,2017/12/22,专科,武汉大学,网络教育,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,2,1,1,0,日常消费,暂无,8000.00,9037.10,8000.00,10879.95
127962445,女,32,2016/09/09,专科,黑龙江建筑职业技术学院,普通,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,9,56,51,5,0,装修,暂无,55746.00,3939.89,21700.00,24774.06
127962446,男,32,2016/10/01,专科（高职）,泉州华光摄影艺术职业学院,普通,有逾期,信用卡,日常消费,经营收入,私营业主,8000-15000（含8000）,1,5,5,0,0,日常消费,暂无,5500.00,4025.70,5500.00,7478.70
127962447,男,33,2017/08/09,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,6,6,0,0,日常消费,暂无,3000.00,0.00,1000.00,1359.56
127962448,男,30,2017/06/27,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"42,007.00",6,41,28,12,0,日常消费,暂无,12221.00,2574.96,3597.00,8296.05
127962450,女,26,2015/10/01,专科,广东建设职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,12,73,52,21,0,日常消费,暂无,30318.00,6026.70,5725.00,10060.53
127962451,男,25,2016/05/04,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,10,10,0,0,日常消费,暂无,7600.00,2713.65,4100.00,5206.41
127962452,男,19,2018/06/11,无,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,暂未提供,1,3,2,1,0,日常消费,暂无,500.00,0.00,500.00,589.86
127962453,女,40,2016/09/23,无,无,无,暂未提供,日常消费,个人存款,私营业主,2000-5000（含2000）,"191,118.00",3,20,15,5,0,日常消费,暂无,6366.00,1365.54,3100.00,4101.74
127962454,女,26,2018/01/21,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,8,7,1,0,日常消费,暂无,1500.00,0.00,1500.00,2039.40
127962456,男,27,2016/05/06,无,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,"4,854.00",0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962457,女,21,2017/09/16,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,6,6,0,0,旅游,暂无,2000.00,0.00,2000.00,2284.62
127962459,女,46,2016/07/19,无,无,无,暂未提供,旅游,投资收入,私营业主,8000-15000（含8000）,暂未提供,8,51,37,14,0,旅游,暂无,33468.00,8577.96,10800.00,13760.52
127962462,男,27,2015/01/10,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,旅游,暂无,0.00,0.00,0.00,0.00
127962464,男,31,2017/12/18,专科,武汉生物工程学院,普通,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,"6,896.00",4,16,9,7,0,日常消费,暂无,9713.00,5281.28,6500.00,8838.02
127962466,女,32,2016/10/05,无,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,暂未提供,3,17,12,5,0,日常消费,暂无,4787.00,272.50,2100.00,2662.50
127962467,女,30,2017/11/04,无,无,无,无逾期,日常消费,薪资收入,私营业主,8000-15000（含8000）,"9,802.00",1,3,1,2,0,日常消费,暂无,8400.00,8567.82,8400.00,11460.11
127962470,女,22,2016/01/23,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,14,51,34,11,0,日常消费,暂无,15367.00,0.00,2200.00,5772.58
127962471,男,24,2016/12/30,本科,华中师范大学武汉传媒学院,普通,暂未提供,生产经营,薪资收入,暂未提供,5000-8000（含5000）,"42,090.00",14,138,130,7,0,生产经营,暂无,54800.00,12194.05,6000.00,27455.61
127962474,男,28,2018/01/18,无,无,无,无逾期,日常消费,投资收入,暂未提供,5000-8000（含5000）,"4,181.00",14,20,20,0,0,日常消费,暂无,62000.00,0.00,9000.00,12915.66
127962475,男,41,2018/03/30,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962476,男,40,2016/11/16,无,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,暂未提供,1,3,3,0,0,日常消费,暂无,2100.00,0.00,2100.00,2467.59
127962479,男,24,2018/04/09,无,无,无,暂未提供,装修,经营收入,暂未提供,8000-15000（含8000）,暂未提供,1,3,3,0,0,装修,暂无,2000.00,1179.93,2000.00,2359.86
127962480,男,41,2017/05/26,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,日常消费,暂无,1500.00,0.00,1500.00,1750.11
127962481,男,33,2017/07/17,无,无,无,暂未提供,医疗,薪资收入,私营业主,5000-8000（含5000）,暂未提供,3,18,16,2,0,医疗,暂无,7235.00,0.00,3900.00,4701.69
127962483,男,20,2018/02/22,无,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962484,女,25,2017/04/14,无,无,无,暂未提供,日常消费,个人存款,暂未提供,8000-15000（含8000）,暂未提供,1,5,2,3,0,日常消费,暂无,3000.00,544.65,3000.00,3492.90
127962485,男,37,2017/03/24,无,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,暂未提供,7,23,21,2,0,日常消费,暂无,9079.00,1577.96,2110.00,3109.10
127962486,男,32,2017/06/23,无,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,暂未提供,0,0,0,0,0,旅游,暂无,0.00,0.00,0.00,0.00
127962487,女,26,2016/05/30,无,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,"32,412.00",7,39,22,17,0,日常消费,暂无,33535.00,10895.96,12000.00,13022.01
127962488,男,42,2015/10/28,本科,武汉大学,成人,暂未提供,日常消费,薪资收入,公务员,5000-8000（含5000）,暂未提供,9,52,42,9,0,日常消费,暂无,30698.00,12904.84,11100.00,14347.79
127962490,男,34,2017/01/31,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,6,45,45,0,0,日常消费,暂无,22788.00,0.00,6000.00,13140.54
127962491,男,20,2017/12/04,无,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,暂未提供,1,2,1,1,0,日常消费,暂无,3750.00,2949.76,3750.00,4424.64
127962492,女,24,2018/03/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"3,682.00",2,8,6,2,0,日常消费,暂无,8138.00,6214.31,4138.00,9437.15
127962493,男,25,2015/07/22,无,无,无,暂未提供,生产经营,经营收入,暂未提供,8000-15000（含8000）,暂未提供,1,4,1,1,0,生产经营,暂无,3000.00,1089.99,3000.00,3305.64
127962495,男,30,2017/12/08,无,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,"1,071.00",3,18,11,6,0,医疗,暂无,3764.00,1616.79,2500.00,3409.78
127962497,男,23,2016/05/26,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,暂未提供,2,6,5,1,0,日常消费,暂无,2000.00,0.00,1000.00,1369.78
127962498,女,21,2018/05/05,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,5,4,1,0,日常消费,暂无,1250.00,951.16,1250.00,1699.81
127962499,男,33,2016/10/06,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,2,11,11,0,0,日常消费,暂无,3800.00,1227.45,2100.00,3057.22
127962500,男,25,2015/10/08,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,日常消费,暂无,500.00,272.46,500.00,589.92
127962501,男,32,2018/04/14,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962503,男,33,2016/08/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,13,67,67,0,0,日常消费,暂无,28731.00,9104.61,4000.00,11155.64
127962504,男,24,2017/01/16,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,12,102,101,1,0,日常消费,暂无,22253.00,5039.41,3162.00,10485.44
127962505,男,25,2017/04/06,专科,华南理工大学,网络教育,暂未提供,日常消费,经营收入,私营业主,2000以下,暂未提供,2,6,5,1,0,日常消费,暂无,8950.00,884.43,8200.00,8734.08
127962506,男,32,2014/10/23,专科,长沙学院,普通,暂未提供,装修,薪资收入,工薪族,8000-15000（含8000）,"12,511.00",22,45,43,0,0,装修,暂无,29148.00,0.00,1848.00,1848.00
127962507,男,28,2018/05/26,专科,西南大学,网络教育,暂未提供,日常消费,经营收入,私营业主,15000及以上,"32,329.00",2,4,3,1,0,日常消费,暂无,7167.00,4226.76,5400.00,6371.64
127962510,男,31,2015/08/28,本科,沈阳工程学院,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,7,25,23,0,0,日常消费,暂无,4878.00,0.00,1000.00,2620.58
127962511,男,23,2016/04/15,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"1,500.00",1,3,3,0,0,日常消费,暂无,3800.00,3875.85,3800.00,5167.80
127962512,女,27,2018/06/08,无,无,无,暂未提供,装修,薪资收入,私营业主,5000-8000（含5000）,暂未提供,1,4,3,1,0,装修,暂无,3200.00,1258.60,3200.00,3811.15
127962513,男,27,2015/11/25,无,无,无,有逾期,信用卡，其他贷款,日常消费,薪资收入,暂未提供,2000-5000（含2000）,1,6,6,0,0,日常消费,暂无,1000.00,0.00,1000.00,1222.26
127962515,男,18,2017/10/05,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,医疗,暂无,1000.00,0.00,1000.00,1089.90
127962518,男,27,2016/08/13,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"25,533.00",8,43,29,14,0,日常消费,暂无,26257.00,5471.87,10032.00,14426.13
127962519,男,32,2016/07/17,专科,许昌职业技术学院,普通,暂未提供,医疗,投资收入,暂未提供,8000-15000（含8000）,暂未提供,7,78,75,3,0,医疗,暂无,21931.00,0.00,5000.00,12782.03
127962520,男,25,2017/07/05,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,日常消费,暂无,500.00,0.00,500.00,604.59
127962522,男,19,2018/05/08,无,无,无,暂未提供,日常消费,个人存款,暂未提供,2000以下,暂未提供,1,2,2,0,0,日常消费,暂无,500.00,566.60,500.00,679.92
127962529,男,26,2018/07/01,专科,四川城市职业学院,普通,暂未提供,生产经营,经营收入,私营业主,8000-15000（含8000）,暂未提供,1,2,2,0,0,生产经营,暂无,4000.00,0.00,4000.00,4719.54
127962531,女,27,2016/08/18,无,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,"22,825.00",15,61,58,0,0,装修,暂无,26732.00,3809.38,5800.00,6991.98
127962532,男,29,2017/10/06,无,无,无,暂未提供,装修,投资收入,私营业主,5000-8000（含5000）,暂未提供,2,15,13,2,0,装修,暂无,8500.00,0.00,6500.00,7685.10
127962538,男,34,2016/05/25,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,"62,600.00",4,28,19,9,0,旅游,暂无,12966.00,2784.52,4500.00,6319.29
127962539,女,26,2017/06/17,专科,宝鸡职业技术学院,成人,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,"18,988.00",10,47,47,0,0,日常消费,暂无,13174.00,3512.05,4000.00,5564.65
127962540,男,34,2017/01/11,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"26,026.00",1,1,1,0,0,日常消费,暂无,1400.00,0.00,1400.00,1651.86
127962541,男,22,2018/05/31,无,无,无,暂未提供,医疗,经营收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,医疗,暂无,2000.00,1179.93,2000.00,2359.86
127962542,男,29,2017/05/25,专科,青岛理工大学琴岛学院,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,4,12,12,0,0,日常消费,暂无,7767.00,0.00,3500.00,3926.07
127962546,男,18,2018/01/31,无,无,无,暂未提供,医疗,个人存款,暂未提供,2000-5000（含2000）,暂未提供,1,7,5,2,0,医疗,暂无,1000.00,533.15,1000.00,1359.56
127962548,男,24,2015/03/28,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"3,200.00",10,50,49,1,0,日常消费,暂无,40120.00,5031.72,9500.00,13440.00
127962549,女,31,2017/03/16,专科,黄山学院,成人,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,8,45,44,1,0,装修,暂无,25904.00,1834.91,4900.00,14626.29
127962550,女,44,2017/07/20,无,无,无,暂未提供,日常消费,薪资收入,私营业主,15000及以上,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962553,男,31,2018/05/28,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,2,1,1,0,装修,暂无,1000.00,363.31,1000.00,1115.62
127962554,男,41,2016/11/16,无,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,暂未提供,1,3,3,0,0,日常消费,暂无,6200.00,0.00,6200.00,6861.60
127962556,男,20,2018/09/10,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962558,男,29,2016/09/07,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,2,12,11,1,0,日常消费,暂无,7100.00,0.00,5100.00,7352.66
127962560,男,37,2017/06/24,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"83,207.00",5,28,25,3,0,日常消费,暂无,15560.00,0.00,4897.00,7491.01
127962563,女,32,2017/03/11,无,无,无,暂未提供,日常消费,个人存款,私营业主,8000-15000（含8000）,暂未提供,1,1,1,0,0,日常消费,暂无,3500.00,0.00,3500.00,3826.66
127962569,男,25,2017/12/11,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962571,男,24,2016/10/24,无,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,暂未提供,5,38,38,0,0,日常消费,暂无,13413.00,0.00,4720.00,10151.02
127962574,男,38,2017/09/13,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,12,7,5,0,日常消费,暂无,1000.00,0.00,1000.00,1369.70
127962575,男,23,2017/12/22,无,无,无,暂未提供,装修,经营收入,私营业主,8000-15000（含8000）,暂未提供,1,5,5,0,0,装修,暂无,4000.00,3044.44,4000.00,5439.04
127962578,女,25,2016/11/02,专科,四川华新现代职业学院,普通,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,"15,611.00",12,97,46,48,0,旅游,暂无,18848.00,3709.88,3250.00,7471.18
127962579,男,26,2015/11/04,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,1,0,0,1,装修,暂无,1500.00,0.00,1500.00,2510.37
127962582,男,49,2016/10/07,无,无,无,暂未提供,生产经营,经营收入,私营业主,8000-15000（含8000）,暂未提供,11,88,68,20,0,生产经营,暂无,27298.00,4068.27,5320.00,11587.63
127962584,女,32,2015/06/08,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,676.00,1,2,2,0,0,日常消费,暂无,1800.00,1415.92,1800.00,2123.88
127962586,男,29,2017/10/01,无,无,无,暂未提供,旅游,经营收入,私营业主,8000-15000（含8000）,暂未提供,1,6,6,0,0,旅游,暂无,2500.00,0.00,2500.00,2854.62
127962587,女,19,2018/08/05,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000以下,暂未提供,0,0,0,0,0,旅游,暂无,0.00,0.00,0.00,0.00
127962589,男,24,2016/03/30,无,无,无,暂未提供,日常消费,投资收入,暂未提供,5000-8000（含5000）,"7,667.00",4,28,26,2,0,日常消费,暂无,12236.00,3567.75,5400.00,6853.95
127962590,女,28,2017/04/17,无,无,无,暂未提供,旅游,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,9,42,42,0,0,旅游,暂无,20798.00,4928.33,9000.00,11125.56
127962591,女,30,2017/08/04,专科,四川师范大学,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,4,19,17,2,0,日常消费,暂无,33319.00,9850.12,15000.00,17144.25
127962594,男,22,2016/07/11,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127962595,男,24,2016/08/18,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,1,2,2,0,0,日常消费,暂无,900.00,0.00,900.00,900.00
127962598,女,22,2016/03/04,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,7,7,0,0,日常消费,暂无,7500.00,4077.15,7500.00,10197.66
127962600,男,22,2017/08/15,无,无,无,暂未提供,装修,个人存款,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,装修,暂无,1150.00,678.45,1150.00,1356.90
127962602,女,29,2016/04/14,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"3,500.00",10,42,41,1,0,日常消费,暂无,19499.00,0.00,3854.00,7456.61
127962603,男,28,2015/12/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"8,061.00",17,113,109,4,0,日常消费,暂无,24795.00,3882.20,4104.00,8067.61
127962605,男,34,2017/07/09,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,1,1,0,0,旅游,暂无,1000.00,0.00,1000.00,1160.83
127962606,男,23,2015/04/13,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,500.00,12,55,41,14,0,日常消费,暂无,22227.00,3505.18,3500.00,5386.78
127962608,男,41,2015/10/13,无,无,无,暂未提供,装修,薪资收入,暂未提供,15000及以上,暂未提供,1,3,3,0,0,装修,暂无,6400.00,6527.79,6400.00,8703.72
127962609,男,38,2015/04/16,无,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,"2,129.00",2,5,5,0,0,日常消费,暂无,5600.00,3830.34,5000.00,5899.26
127962611,男,23,2015/07/08,专科,青海交通职业技术学院,普通,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,10,97,43,53,0,旅游,暂无,20928.00,0.00,3216.00,10813.14
127962613,男,30,2018/05/31,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"13,782.00",1,2,0,2,0,日常消费,暂无,2850.00,2241.88,2850.00,3388.78
127962623,男,38,2015/05/11,无,无,无,暂未提供,兼职创业,经营收入,私营业主,8000-15000（含8000）,暂未提供,5,48,48,0,0,兼职创业,暂无,49283.00,8337.06,30000.00,33348.24
127962624,男,27,2016/04/05,无,无,无,暂未提供,旅游,经营收入,暂未提供,15000及以上,"8,968.00",6,59,59,0,0,旅游,暂无,27989.00,916.80,10000.00,13860.54
127962625,男,29,2016/01/11,专科,湖南涉外经济学院,成人,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,暂未提供,6,28,23,5,0,日常消费,暂无,12059.00,4333.87,4075.00,5054.45
127962628,女,21,2018/03/12,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000以下,"2,273.00",6,21,20,0,0,日常消费,暂无,8591.00,4207.67,4500.00,5362.86
127962632,男,30,2017/11/29,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,2,13,13,0,0,日常消费,暂无,12000.00,9747.26,8000.00,13844.91
127962633,女,37,2015/09/27,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"60,273.00",23,150,150,0,0,日常消费,暂无,83740.00,12489.57,10000.00,26583.54
127962634,男,30,2018/09/10,无,无,无,暂未提供,装修,薪资收入,私营业主,5000-8000（含5000）,暂未提供,0,0,0,0,0,装修,暂无,0.00,0.00,0.00,0.00
127962638,男,25,2014/08/28,无,无,无,有逾期,信用卡，其他贷款,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,9,9,0,0,日常消费,暂无,4600.00,0.00,2500.00,2866.83
127962639,男,36,2016/01/30,无,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,"3,408.00",2,24,16,8,0,旅游,暂无,6044.00,0.00,3544.00,5074.95
127962642,男,21,2016/04/28,无,无,无,暂未提供,旅游,薪资收入,私营业主,8000-15000（含8000）,暂未提供,3,7,6,1,0,旅游,暂无,13717.00,0.00,10000.00,11833.80
127962643,男,32,2016/03/02,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,9,58,49,8,0,日常消费,暂无,20177.00,0.00,4000.00,8595.10
127962645,男,22,2016/07/17,无,无,无,暂未提供,兼职创业,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,1,3,3,0,0,兼职创业,暂无,500.00,0.00,500.00,544.95
127962646,男,26,2017/11/10,无,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,"14,423.00",3,3,3,0,0,日常消费,暂无,1200.00,0.00,1200.00,1348.05
127962648,男,27,2017/11/06,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,15,6,6,3,日常消费,暂无,18490.00,0.00,8500.00,10023.73
127962650,男,31,2015/10/29,无,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,"5,668.00",4,38,35,3,0,日常消费,暂无,14342.00,1557.16,6000.00,7607.22
127962651,男,35,2015/10/21,无,无,无,无逾期,装修,经营收入,私营业主,5000-8000（含5000）,暂未提供,5,32,28,3,1,装修,暂无,14020.00,0.00,3800.00,6023.96
127962652,男,21,2016/08/17,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"3,000.00",3,29,23,4,0,日常消费,暂无,2451.00,233.20,1250.00,1474.20
127962653,男,41,2017/07/27,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,1,3,1,2,0,日常消费,暂无,1800.00,1034.13,1800.00,2149.68
127962654,女,26,2017/04/01,专科,重庆化工职业学院,成人,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,"2,271.00",3,14,9,5,0,日常消费,暂无,6300.00,1089.94,3000.00,3269.82
127962657,男,46,2016/10/20,无,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,15,15,0,0,装修,暂无,5400.00,0.00,3000.00,3628.80
127962658,男,22,2017/07/01,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,"5,400.00",10,59,52,7,0,日常消费,暂无,15433.00,4483.49,3000.00,6384.93
127962660,男,32,2016/06/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"24,559.00",1,7,5,1,0,日常消费,暂无,2000.00,0.00,2000.00,1979.40
127962661,男,40,2017/01/24,专科,吉首大学,成人,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,4,23,20,3,0,日常消费,暂无,4852.00,0.00,2100.00,2634.25
127962662,男,26,2016/09/08,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,10,42,20,6,0,日常消费,暂无,7201.00,0.00,1622.00,4354.50
127962663,男,31,2016/12/28,无,无,无,有逾期,信用卡,日常消费,经营收入,暂未提供,8000-15000（含8000）,2,12,10,2,0,日常消费,暂无,4000.00,825.24,2000.00,2535.72
127962664,男,24,2016/10/11,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,"2,499.00",4,17,7,1,0,医疗,暂无,4550.00,0.00,1550.00,1603.36
127962666,男,21,2016/10/06,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,10,75,75,0,0,日常消费,暂无,14693.00,3098.94,2675.00,4268.31
127962669,女,40,2017/06/18,本科,赤峰学院,成人,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,10,6,3,0,日常消费,暂无,2996.00,0.00,2000.00,2325.01
127962670,女,20,2017/10/02,无,无,无,暂未提供,兼职创业,薪资收入,暂未提供,2000-5000（含2000）,500.00,1,1,1,0,0,兼职创业,暂无,1100.00,0.00,1100.00,1297.92
127962675,男,35,2017/09/04,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,"3,832.00",1,3,3,0,0,日常消费,暂无,2100.00,0.00,2100.00,2460.66
127962676,男,30,2016/04/22,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,11,54,52,0,0,日常消费,暂无,21761.00,0.00,5000.00,6840.96
127962677,男,37,2016/02/09,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,3,18,16,2,0,日常消费,暂无,12850.00,0.00,4900.00,8444.82
127962678,女,34,2017/06/26,无,无,无,暂未提供,医疗,薪资收入,暂未提供,15000及以上,暂未提供,1,12,11,1,0,医疗,暂无,12000.00,0.00,12000.00,14124.80
