ID,性别,年龄,文化程度,收入情况,还款来源,征信记录,借款用途,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127930067,1,27,0,2,9,0,1,0,1,1,1,0,0,1000,0,1000,1179.96
127930068,1,19,0,2,9,0,3,2000,4,11,11,0,0,3550,0,1050,1557.37
127930070,1,28,0,4,9,0,1,0,14,68,63,1,0,44297,0,7467,17225.94
127930071,1,36,0,4,9,0,8,0,2,25,22,1,0,17164,0,13664,15533.65
127930072,1,34,0,3,3,0,8,0,1,4,3,1,0,2000,1672.72,2000,2719.88
127930073,1,22,0,3,9,0,1,0,8,19,16,1,0,6610,0,910,1538.53
127930075,1,43,0,3,9,0,1,0,9,60,59,1,0,64032,4991.31,9545,16961.56
127930077,1,25,0,3,9,0,2,0,5,29,14,1,0,5566,448.29,2000,2404.62
127930079,0,25,0,3,9,0,1,0,1,2,1,1,0,8000,9037.1,8000,10879.95
127930082,0,26,0,3,9,0,1,0,7,33,24,1,0,9350,240.95,2500,2929.32
127930084,1,47,0,3,3,0,2,68024,11,65,54,1,0,33199,7128.18,4558,11604.4
127930085,0,19,0,2,9,0,3,0,15,97,74,1,0,17477,2869.38,2200,7382.53
127930087,0,33,0,4,9,0,2,21880,2,17,7,1,0,11455,2712.3,6600,7565.56
127930089,1,45,0,3,1,0,6,0,12,80,79,1,0,23290,6657.24,3783,8983.55
127930090,0,26,1,2,9,0,1,0,2,10,10,0,0,2821,1019.58,1821,2930.19
127930091,1,23,0,3,9,0,4,25398,2,16,11,1,0,5027,1501.95,2755,3570.84
127930092,1,31,0,4,9,0,8,0,9,51,51,0,0,22914,6920.1,5000,10101.54
127930093,1,28,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0
127930094,0,33,0,3,5,1,5,0,2,15,13,1,0,12122,0,10500,11551.68
127930095,1,27,2,3,3,0,3,0,9,71,50,1,0,30987,0,6820,12800.04
127930097,0,27,1,3,3,0,2,0,9,65,64,1,0,20680,3673.74,4020,11008.91
127930098,1,24,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0
127930099,1,35,0,3,9,0,1,0,1,0,0,0,0,3800,5167.8,3800,5167.8
127930101,0,31,0,3,9,0,2,0,2,18,17,1,0,3925,0,2200,3918.6
127930102,0,28,0,2,9,0,6,608,5,25,15,1,0,8057,2033.73,3000,3807.42
127930103,1,28,0,2,9,0,3,0,4,21,18,1,0,4191,993.96,1500,2627.16
127930107,1,23,0,2,1,0,3,9500,0,0,0,0,0,0,0,0,0
127930108,0,32,0,2,9,0,3,0,1,7,7,0,0,1000,553.75,1000,1359.9
127930109,1,25,0,3,9,0,1,0,1,3,2,1,0,2000,0,2000,2215.91
127930111,1,35,0,4,3,0,2,0,1,8,8,0,0,1500,0,1500,2039.46
127930115,1,27,1,5,3,0,1,0,6,24,16,1,0,12159,0,2800,6823.69
127930116,0,23,0,2,9,0,1,11910,9,37,34,1,0,15760,1522.23,3500,4065.25
127930117,1,30,0,5,5,1,5,0,5,27,27,0,0,38771,2887.92,13200,18816.18
127930118,1,47,0,2,9,0,1,0,3,3,1,1,0,3000,0,3000,3466.41
127930120,1,28,0,3,9,0,6,0,8,68,37,1,0,22450,3287.62,5200,9424.25
127930121,1,27,0,2,9,0,1,0,1,6,3,1,1,1000,0,1000,1222.26
127930123,1,28,0,2,9,0,1,0,6,32,32,0,0,12187,3502.4,3138,5033.69
127930125,1,24,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0
127930126,1,38,0,2,9,0,1,0,2,12,4,1,1,2986,0,2000,2404.62
127930128,1,34,0,2,3,0,2,0,1,7,6,1,0,2000,1066.35,2000,2719.24
127930132,0,22,0,4,3,0,6,0,1,6,3,1,0,4000,0,4000,4449.3
127930134,1,27,0,3,7,0,1,1000,1,2,2,0,0,1000,1133.2,1000,1133.2
127930135,1,22,0,3,7,0,6,0,4,14,11,1,0,6100,3266.55,2000,6457.04
127930136,1,25,0,4,9,0,1,3829,9,46,39,1,0,8736,2041.6,2000,3407.52
127930139,1,40,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
127930141,1,29,1,5,3,0,4,78776,1,6,6,0,0,9000,0,9000,10006.8
127930142,0,33,0,4,3,0,1,0,4,22,22,0,0,14000,2758.26,7000,8729.76
127930144,1,21,0,3,9,0,1,0,4,18,16,1,0,2500,264.2,750,1268.97
127930145,1,27,0,2,9,0,6,0,12,85,50,1,0,31494,5948.01,10305,17397.91
127930148,1,28,1,4,9,0,1,0,2,15,14,1,0,3052,0,2300,2783.07
127930152,0,41,1,4,9,0,1,4200,1,6,5,1,0,5000,0,5000,5381.34
127930153,1,21,0,2,9,0,4,0,2,7,6,1,0,3900,0,3000,3760.1
127930154,1,27,1,4,9,0,1,0,26,131,127,1,0,75810,10875.49,9000,19083.36
127930155,1,34,0,3,9,0,6,0,8,27,27,0,0,7879,1097.04,2928,4549.44
127930158,1,21,0,3,9,0,1,0,1,4,3,1,0,5000,1934.72,5000,5804.16
127930162,0,29,1,3,3,0,1,123114,3,28,26,1,0,11800,748.75,8500,10548.82
127930164,1,20,0,3,9,0,1,0,1,3,3,0,0,1500,884.94,1500,1769.88
127930166,1,30,0,3,9,0,1,24251,0,0,0,0,0,0,0,0,0
127930167,1,25,1,3,9,0,1,0,9,36,22,1,0,18866,0,12000,13749.25
127930168,0,25,0,3,9,0,1,3500,7,29,28,1,0,10920,1945.4,2371,4319.31
127930169,1,35,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0
127930171,1,28,0,3,9,0,6,0,1,1,1,0,0,2350,0,2350,3329.76
127930173,1,26,1,2,9,0,6,9607,3,5,5,0,0,2100,0,2100,2397.9
127930175,1,34,0,3,9,0,3,0,11,49,31,1,0,20479,4138.5,2736,6858.67
127930181,1,27,0,3,3,0,1,0,2,16,16,0,0,2050,528.85,1250,1545.12
127930184,1,25,0,3,9,0,2,0,1,6,4,1,0,2000,0,2000,2400.6
127930186,0,21,1,3,9,0,1,23333,0,0,0,0,0,0,0,0,0
127930187,0,19,0,2,9,0,1,0,2,11,11,0,0,2277,1375.2,1500,2175.33
127930188,1,35,2,4,9,0,1,0,7,53,51,1,0,22496,8499.84,9000,11349.73
127930191,1,29,0,2,9,0,6,2000,1,2,2,0,0,5000,3933.16,5000,5899.74
127930193,1,26,0,4,9,0,1,7600,0,0,0,0,0,0,0,0,0
127930194,1,31,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0
127930196,1,25,0,3,9,0,1,0,1,4,4,0,0,3000,2509.12,3000,4079.88
127930198,1,30,0,4,9,0,6,0,3,23,20,1,0,18851,0,11000,13195.62
127930200,1,27,1,2,1,0,1,0,18,125,83,1,0,38776,6585.86,4944,13568.91
127930201,1,20,0,2,9,0,2,0,5,24,22,1,0,9772,0,3122,4580.34
127930204,1,24,0,4,9,0,1,22496,8,36,36,0,0,25595,5711.14,12500,15349.5
127930205,1,21,0,3,9,0,8,0,1,3,1,1,0,1500,1529.91,1500,2039.88
127930206,1,41,0,5,3,0,1,2514,1,3,2,1,0,1000,0,1000,1206.72
127930207,1,23,0,2,9,0,1,495,1,5,5,0,0,1000,0,1000,1179.82
127930209,0,38,1,4,9,0,1,0,18,29,29,0,0,18511,0,5500,12794.44
127930212,1,39,0,3,9,0,2,0,2,10,10,0,0,10800,4517,7200,8526.6
127930215,1,30,0,2,9,0,6,4180,0,0,0,0,0,0,0,0,0
127930216,1,28,0,3,9,0,1,3881,5,44,39,1,0,9620,851.21,3476,7521.19
127930217,0,36,0,3,3,0,1,8573,9,51,51,0,0,11964,1582.44,3100,4437.74
127930220,0,22,1,2,9,0,6,0,8,34,33,1,0,25197,8697.66,13100,15276.84
127930221,0,28,0,3,3,0,1,0,8,71,71,0,0,25121,0,8370,15103.27
127930224,0,28,0,2,9,0,1,0,4,20,14,1,0,10699,2834.13,5800,6937.8
127930226,1,31,0,4,9,0,1,0,11,23,21,0,0,18085,0,1885,1894.02
127930227,1,30,0,0,1,0,3,833,0,0,0,0,0,0,0,0,0
127930228,1,24,0,3,9,0,1,0,1,2,2,0,0,3000,3236.4,3000,3883.68
127930229,0,33,0,3,9,0,2,0,1,1,0,0,1,1250,0,1250,1642.25
127930230,1,20,0,2,9,0,1,0,9,45,43,1,0,9709,1681.49,2800,3410.52
127930231,1,26,0,3,9,0,1,0,7,26,23,1,0,6014,0,1438,2987.96
127930232,1,31,0,5,3,0,1,69994,15,94,93,0,0,38416,4049.45,5000,14490.36
127930233,0,37,0,5,1,0,1,0,8,46,42,1,0,18433,3245.25,4909,7733.66
127930234,1,33,0,3,9,0,1,14536,0,0,0,0,0,0,0,0,0
127930235,1,25,0,4,7,0,1,0,10,68,57,1,0,21335,0,3527,9951.69
127930236,1,47,0,3,9,0,1,6000,1,3,3,0,0,19600,24286.92,19600,27756.48
127930238,1,23,0,4,1,0,1,1183,9,55,49,1,0,14363,3573.83,2473,7569.89
127930244,1,28,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0
127930249,1,34,0,5,3,0,2,127480,1,6,5,1,0,1500,0,1500,1704.48
127930250,1,48,0,1,9,0,1,0,1,4,4,0,0,2500,2266.56,2500,3399.84
127930251,0,26,0,3,3,0,1,0,1,2,2,0,0,1000,363.31,1000,1089.93
127930254,1,28,0,2,9,0,1,0,7,57,45,1,0,11406,922.79,3100,4509.12
127930255,1,26,0,3,9,0,1,1239,0,0,0,0,0,0,0,0,0
127930258,1,30,0,2,9,0,1,0,2,8,4,1,0,1663,0,1000,1168.41
127930259,1,29,2,4,3,0,6,16376,1,1,1,0,0,3450,0,3450,4022.16
127930262,0,29,0,4,9,0,1,14668,1,3,3,0,0,1200,0,1200,1307.97
127930263,0,23,0,3,9,0,1,0,2,8,8,0,0,5750,0,3000,3365.22
127930266,0,30,0,3,3,0,6,0,7,48,40,1,0,14329,2474.51,5000,8065.68
127930267,1,23,0,2,9,0,1,0,1,6,4,1,0,1000,0,1000,1179.82
127930268,0,21,0,4,9,0,1,17414,14,65,63,1,0,47370,9636.73,10648,17100.27
127930271,1,45,0,3,1,0,1,20509,5,20,20,0,0,10484,0,3000,3853.36
127930272,1,29,1,4,10,1,5,0,10,56,56,0,0,27020,0,4900,12811.21
127930276,1,34,0,4,9,0,3,0,1,2,1,1,0,6000,4719.64,6000,7115.12
127930277,0,23,0,2,9,0,2,0,3,23,14,1,0,5110,573.54,2663,3393.11
127930279,1,53,0,2,9,0,6,24539,4,27,26,1,0,10262,0,4300,4979.64
127930280,1,23,0,3,9,0,1,0,7,25,25,0,0,13663,3778.65,4000,5313.75
127930281,1,23,0,3,9,0,3,0,1,2,2,0,0,2500,0,2500,2458.2
127930282,0,22,0,3,9,0,1,22467,8,42,42,0,0,18341,7456.56,6500,10031.41
127930288,1,27,0,5,3,0,3,0,5,21,18,1,0,10200,3171,6000,7614.75
127930289,1,31,2,0,5,1,5,0,7,55,55,0,0,60161,1762.67,36000,42304.08
127930290,1,25,0,3,9,0,1,0,4,20,13,1,0,10717,0,5000,5907.11
127930291,0,45,0,4,9,0,1,8919,1,1,0,1,0,1000,0,1000,1337.89
127930292,0,21,0,1,8,0,8,0,0,0,0,0,0,0,0,0,0
127930293,1,38,0,3,1,0,8,0,2,19,15,1,0,8200,1187.88,4500,5705.46
127930297,1,21,0,2,9,0,1,0,3,14,14,0,0,3454,1618.19,2000,2719.24
127930299,1,31,0,3,9,0,1,0,3,9,8,1,0,12405,0,5600,6197.58
127930300,1,27,0,5,7,0,1,10128,2,7,7,0,0,13000,10994.73,12000,15181.98
127930301,1,29,1,3,1,0,1,26930,1,2,2,0,0,3300,2595.96,3300,3893.94
127930302,0,18,0,2,9,0,1,14527,6,27,22,1,0,5078,3158.34,1016,5327.96
127930304,1,26,1,3,9,0,1,0,11,98,56,1,0,25916,497.05,5000,11594.37
127930305,0,32,0,3,3,0,1,0,2,8,7,1,0,4200,1162.68,2200,2792.01
127930307,1,29,0,3,9,0,1,0,1,3,1,1,0,3000,0,3000,3376.5
127930308,1,18,1,3,9,0,1,0,1,3,3,0,0,900,0,900,1061.91
127930309,1,24,0,3,3,0,4,0,1,9,8,1,0,2000,674.97,2000,2709.99
127930310,1,32,0,3,9,0,2,400,7,33,17,1,0,18231,0,3700,5409.55
127930311,1,27,0,4,1,0,1,0,9,57,56,1,0,17303,3064.57,3300,7166.11
127930313,1,40,0,3,3,0,1,0,5,22,20,1,0,5372,1049.71,1300,2952.92
127930315,1,23,0,2,9,0,1,0,1,3,3,0,0,1000,0,1000,1211.73
127930317,1,25,0,3,9,0,1,5800,0,0,0,0,0,0,0,0,0
127930318,1,34,0,3,9,0,1,0,1,3,3,0,0,11200,11329.74,11200,15106.32
127930320,0,21,0,2,9,0,1,6917,0,0,0,0,0,0,0,0,0
127930323,1,41,0,4,9,0,2,7233,0,0,0,0,0,0,0,0,0
127930324,1,31,0,4,9,0,1,0,1,3,1,1,0,9000,0,9000,10604.85
127930326,1,30,0,3,9,0,3,0,2,24,2,1,0,3500,0,2000,2816.81
127930327,1,23,0,3,9,0,1,0,19,56,53,1,0,17085,0,3330,7282.61
127930328,1,23,0,3,9,0,1,0,5,19,19,0,0,22526,11888.29,8000,15297.07
127930329,1,36,0,3,9,0,6,0,1,2,2,0,0,2350,1848.6,2350,2772.9
127930331,1,40,0,3,9,0,1,0,1,3,2,1,0,2500,1474.92,2500,2975.12
127930333,0,40,0,5,9,0,1,0,1,6,5,1,0,12500,0,12500,14536.32
127930335,0,32,1,5,3,0,1,150802,7,42,42,0,0,73318,4991.18,15500,16887.42
127930336,1,36,0,2,9,0,1,0,8,44,42,1,0,16025,3589.52,4000,8488.53
127930338,1,29,0,5,3,0,8,38303,0,0,0,0,0,0,0,0,0
127930340,0,32,0,2,3,0,1,15690,8,44,39,1,0,13723,2877.3,5800,6879.84
127930341,1,34,0,3,9,0,2,0,1,5,4,1,0,2000,1550.57,2000,2719.92
127930347,1,25,0,3,3,0,8,0,1,3,1,1,0,750,0,750,883.97
127930349,1,22,0,3,9,0,1,0,1,7,5,1,0,5000,2613.9,5000,6798.36
127930351,1,32,0,3,9,0,2,0,2,12,12,0,0,3968,1919.58,3000,4079.04
127930352,0,32,1,2,8,0,4,0,0,0,0,0,0,0,0,0,0
127930354,1,29,0,2,9,0,4,0,3,24,19,1,0,4800,0,2500,4516.61
127930355,1,29,0,3,1,0,1,0,6,25,22,1,0,15100,2245.42,3000,6343.43
127930356,0,24,0,2,9,0,1,8932,1,2,2,0,0,7000,2543.3,7000,7629.9
127930359,0,39,0,3,1,0,6,0,3,27,25,1,0,14929,0,10000,11261.76
127930362,1,26,0,5,3,0,6,0,7,25,22,1,0,12463,2283.28,3000,3895.15
127930363,1,20,0,2,9,0,3,5804,8,42,42,0,0,10786,2178.53,3500,4437.4
127930365,1,43,0,4,9,0,1,4881,9,97,96,1,0,20775,0,4921,12283.67
127930367,1,36,0,2,9,0,1,0,1,10,8,1,0,1000,0,1000,1359.87
127930369,0,30,0,3,9,2,2,20375,24,133,129,1,0,79865,17437.07,15239,26502.62
127930370,0,47,0,4,3,0,2,0,1,3,3,0,0,950,0,950,1120.86
127930376,1,32,0,3,7,2,1,0,1,2,2,0,0,2800,2202.6,2800,3303.9
127930377,1,30,1,4,9,0,8,0,5,31,31,0,0,21894,9133.65,10500,17541.6
127930378,1,19,0,2,9,0,8,0,2,6,6,0,0,3250,2577.52,2750,3739.86
127930379,1,41,0,3,9,0,1,0,16,92,91,1,0,39695,12061.57,5000,15303.75
127930380,1,25,2,3,9,0,1,0,1,10,10,0,0,13000,2525.42,13000,15152.52
127930381,1,48,0,3,3,0,6,0,3,30,28,1,0,7382,0,3000,4503.12
127930382,1,28,1,4,7,0,1,0,1,3,2,1,0,5000,2949.81,5000,5899.62
127930383,0,21,0,3,9,0,1,0,3,6,5,1,0,2500,0,2500,2990.4
127930384,1,24,0,3,9,0,1,0,15,101,83,1,0,55279,17539.17,13503,22067.28
127930386,0,20,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0
127930388,1,30,0,4,9,0,1,36040,2,17,12,1,0,5200,0,4500,5482.96
127930390,0,31,0,3,3,0,1,0,1,4,4,0,0,4000,3478.88,4000,5439.92
127930391,0,30,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0
127930392,1,23,1,3,9,0,1,0,3,21,15,1,0,17594,0,9250,10388.88
127930395,0,35,0,3,9,0,1,10517,1,3,3,0,0,6000,0,6000,6540.12
127930396,1,27,1,4,9,0,1,0,2,20,12,1,0,21150,0,16100,17712.48
127930397,1,27,1,3,9,0,1,13163,0,0,0,0,0,0,0,0,0
127930398,0,21,0,3,9,0,1,18954,9,39,37,1,0,11203,3289.73,2653,3640.28
127930402,1,24,0,2,9,0,8,4800,3,22,11,1,0,7500,2378.28,3000,5711.13
127930403,0,23,1,4,9,0,6,0,1,4,3,1,0,14000,12010.8,14000,18016.2
127930404,1,26,1,4,3,0,1,0,1,1,1,0,0,1000,0,1000,1208.33
127930407,1,45,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0
127930409,1,23,0,4,9,0,4,18727,9,36,23,1,0,8661,1510.98,1600,6824.08
127930410,0,18,0,2,9,0,1,3000,1,3,1,1,0,3000,3059.91,3000,4105.04
127930411,1,32,0,3,1,0,6,0,4,27,27,0,0,4890,0,1600,2770.38
127930413,1,31,1,3,9,0,1,0,1,4,2,1,0,9000,3286,9000,10308
127930414,1,23,0,2,9,0,8,0,1,8,8,0,0,1000,0,1000,1359.9
127930416,1,38,0,2,9,0,1,0,1,12,10,1,1,1900,0,1900,2339.16
127930418,1,22,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0
127930419,1,37,0,3,3,0,2,104539,4,21,20,1,0,18928,2593.53,5100,8093.04
127930424,1,23,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0
127930425,0,52,0,3,9,0,2,0,2,8,7,1,0,3200,0,1600,1901.91
127930426,1,20,0,4,9,0,1,0,1,7,6,0,1,500,0,500,679.8
127930428,0,20,0,3,9,0,2,0,0,0,0,0,0,0,0,0,0
127930430,1,31,0,2,9,0,1,0,3,14,14,0,0,5436,2318.4,3500,4758.86
127930431,1,30,2,4,9,0,1,0,5,25,22,1,0,8349,2684.43,2049,6115.59
127930435,1,38,0,3,3,0,1,0,3,14,11,1,0,5435,1215.52,2300,2918.91
127930436,1,31,0,4,5,1,5,74261,11,60,48,1,0,28899,0,8000,14432.82
127930438,1,31,1,5,9,0,1,0,17,140,114,1,0,42364,7804.39,5114,15262.96
127930440,1,36,0,4,3,0,1,0,1,2,2,0,0,2850,2242,2850,3363
127930441,1,41,0,4,1,0,1,0,1,4,4,0,0,1320,519.16,1320,1557.48
127930444,1,21,0,2,9,0,1,917,0,0,0,0,0,0,0,0,0
127930445,1,30,0,3,9,0,2,0,2,9,5,1,1,9000,0,7000,7786.32
127930446,1,29,1,3,9,2,1,0,13,141,136,1,0,50411,0,9000,19442.28
127930449,1,22,0,3,9,0,1,0,1,3,3,0,0,500,0,500,544.95
127930450,1,29,0,3,1,0,3,0,3,14,11,1,0,4000,519.04,2000,3204.22
127930451,1,24,0,3,9,0,6,0,10,60,59,1,0,46875,9554.43,10000,15017.26
127930452,0,22,1,3,9,0,1,0,11,33,27,1,0,8801,0,1500,2644.87
127930453,1,26,0,2,9,0,1,0,7,24,18,1,0,12267,0,3000,6326.73
127930454,0,39,0,3,3,0,3,6359,13,63,55,1,0,39868,12023.9,7000,15486.16
127930456,1,21,0,3,9,0,1,0,4,26,26,0,0,10532,2598.18,4000,5568.74
127930458,1,20,0,3,9,0,3,0,1,12,9,1,0,500,0,500,648
127930459,1,44,0,3,1,0,2,0,4,17,13,1,0,8415,1796.95,3500,4592.67
127930461,1,29,0,3,9,0,1,0,3,19,19,0,0,4517,1476.23,2000,2432.28
127930463,0,22,0,3,9,0,1,0,3,25,22,1,0,5839,1746.08,2750,3444.5
127930467,0,32,0,3,1,0,1,1000,12,82,80,1,0,23171,5449.65,4000,10034.79
127930470,1,24,0,3,3,0,1,0,1,2,2,0,0,3600,4079.9,3600,4895.88
127930471,1,32,0,4,9,2,3,0,1,1,1,0,0,1000,0,1000,1179.9
127930476,1,32,0,3,9,0,6,0,1,5,5,0,0,4000,0,4000,5439.04
127930477,1,26,0,2,7,0,6,18122,4,17,14,1,0,4103,996.56,1500,1906.7
127930478,1,27,1,4,9,0,2,5703,0,0,0,0,0,0,0,0,0
127930479,1,45,0,4,3,0,1,0,6,21,20,1,0,12269,6137.41,3009,6246.23
127930480,0,44,0,5,1,0,6,0,7,42,42,0,0,81519,11431.87,50000,58999.92
127930481,1,32,0,4,9,0,1,0,3,17,10,1,0,5000,1736.24,3000,5436.72
127930482,1,32,1,3,1,0,1,23376,11,54,53,1,0,39498,7915.71,8000,14176.44
127930483,0,27,0,3,9,0,1,0,2,9,7,1,0,5020,0,3020,3342.27
127930485,0,49,0,1,1,0,1,0,10,41,40,1,0,39941,12282.58,6606,13848.27
127930486,1,37,0,4,3,0,6,0,10,48,43,1,0,22861,3976.12,5600,6599.34
127930487,0,37,0,4,9,0,2,349782,11,96,96,0,0,83663,12989.03,36860,54105.15
127930489,1,23,0,3,3,0,2,2173,0,0,0,0,0,0,0,0,0
127930490,1,26,2,2,3,0,8,0,4,20,18,1,0,30184,9408.02,12700,14263.68
127930491,0,21,0,3,1,0,1,4000,1,3,3,0,0,1350,796.41,1350,1592.82
127930492,1,24,1,3,9,0,4,0,1,5,2,1,0,4000,2916.13,4000,5439.06
127930494,1,41,0,2,1,0,1,0,6,18,13,1,0,9495,1044.81,1900,2411.25
127930495,0,20,0,2,9,0,1,10155,1,4,4,0,0,3000,2499.12,3000,4079.91
127930496,1,19,0,2,9,0,4,0,2,12,8,1,0,3100,0,2500,3399.42
127930497,1,32,1,4,1,0,6,28128,10,74,63,1,0,39257,910.66,8600,15016.17
127930500,1,32,2,3,9,0,1,0,14,103,88,1,0,37427,2497.4,7595,11489.61
127930501,1,32,0,5,9,0,2,115190,6,20,18,1,0,25040,7716.57,9000,11140.92
127930502,1,21,0,2,9,0,1,501,3,9,8,1,0,1600,0,600,732.95
127930506,1,33,2,3,9,0,2,0,2,21,18,1,0,5477,0,3477,5597.1
127930507,1,33,0,3,3,0,2,7388,10,50,50,0,0,10120,1886.22,1863,3575.23
127930516,0,33,1,4,9,0,2,70669,13,110,91,1,0,47035,4903.83,7915,13282.86
127930517,0,29,0,3,3,0,1,12750,21,186,153,1,0,62044,12776.9,13509,18430.49
127930518,1,28,1,5,9,0,1,48138,9,73,73,0,0,67358,11918.89,30000,43644.96
127930519,1,36,0,3,9,0,1,17005,1,2,2,0,0,3800,2989.32,3800,4483.98
127930520,1,33,0,4,1,0,8,0,1,3,3,0,0,1800,1061.94,1800,2123.88
127930521,1,23,0,3,3,0,4,0,22,142,139,1,0,42642,6560.16,5498,12832.44
127930522,1,21,0,3,9,0,2,10922,14,98,92,1,0,11374,1782.96,2000,3381.37
127930523,1,19,0,2,9,0,1,0,1,6,4,1,0,500,0,500,679.9
127930525,1,18,0,2,1,0,1,0,1,1,1,0,0,800,786.55,800,786.55
127930526,1,31,0,4,9,0,1,102092,1,3,0,1,0,10140,10762.8,10140,13188.79
127930527,1,29,0,3,9,0,1,0,14,86,86,0,0,37923,0,10388,14403.67
127930531,0,51,0,2,9,0,2,0,3,13,12,1,0,11359,2466.33,5000,5842.72
127930532,1,30,0,4,3,0,1,0,2,15,14,1,0,6000,0,3000,4524.82
127930533,0,21,0,2,9,0,1,0,1,2,2,0,0,500,0,500,544.95
127930534,1,26,2,4,9,0,1,0,3,16,13,1,0,15200,7164.22,7200,9369.54
127930535,0,39,0,3,3,0,1,0,1,5,2,1,0,10000,0,10000,11299.62
127930536,0,34,0,2,9,0,6,139550,4,29,27,1,0,25220,3671.44,15000,17216.73
127930537,1,47,0,5,3,0,1,0,9,36,35,1,0,63808,17410.62,16000,19069.92
127930540,1,27,0,4,3,0,1,0,1,3,3,0,0,1000,0,1000,1171.71
127930542,1,29,0,5,9,0,1,56334,0,0,0,0,0,0,0,0,0
127930543,0,30,0,4,9,2,2,0,2,22,22,0,0,30600,946.97,21100,31165.64
127930544,0,20,0,2,9,0,1,0,9,41,41,0,0,10619,1191.82,3200,4890.47
127930548,0,34,1,3,9,0,2,0,12,52,50,1,0,23084,4016.33,6500,9407.2
127930549,1,26,1,3,3,0,8,0,4,9,4,1,0,5100,0,1500,2686.1
127930553,1,24,0,3,9,0,1,0,2,7,6,1,0,2321,0,1321,2444.96
127930554,1,25,0,3,9,0,6,45833,0,0,0,0,0,0,0,0,0
127930555,1,25,0,3,9,0,6,2513,10,59,55,1,0,27137,6978.46,10000,14851.59
127930559,1,19,0,3,9,2,1,291,4,17,17,0,0,7083,4695.94,4750,6458.42
127930562,1,33,0,3,9,0,1,14438,5,23,19,1,0,5787,411,1500,2364.14
127930564,1,37,0,3,9,0,1,0,7,56,49,1,0,25962,0,5500,13206.42
127930565,0,23,1,4,9,0,1,35375,7,33,33,0,0,19272.66,7313,5000,11384.31
127930566,1,29,0,4,9,0,1,5041,19,92,92,0,0,40648,7944.6,5000,11381.84
127930567,1,37,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
127930568,1,27,0,2,9,0,6,0,4,8,8,0,0,3227,0,1000,1827.56
127930569,1,28,2,3,1,0,1,0,1,2,2,0,0,4900,3854.36,4900,5781.54
127930571,0,28,0,3,3,0,1,0,4,22,22,0,0,18391,4974.93,5600,6635.91
127930574,1,39,0,3,9,0,3,11088,1,0,0,0,0,2300,2713.8,2300,2713.8
127930576,1,21,0,2,9,0,1,0,8,12,11,1,0,7905,0,1700,1809.08
127930577,0,34,0,3,9,0,1,0,1,2,2,0,0,3600,2832,3600,4248
127930578,1,30,0,4,9,0,1,0,2,7,7,0,0,1850,826.3,1250,1587.33
127930581,1,28,0,3,3,0,1,3325,1,5,5,0,0,1000,0,1000,1179.9
127930582,1,31,0,5,1,0,1,35592,6,44,43,1,0,9085,1803.04,3000,5035.55
127930583,1,33,0,3,9,0,6,0,3,27,27,0,0,4801,0,3000,4432.95
127930584,0,25,0,3,9,0,1,2469,1,2,1,1,0,3800,2989.2,3800,4483.8
127930585,1,28,0,3,7,0,6,28773,1,2,2,0,0,1900,690.32,1900,2070.96
127930587,1,18,0,2,9,0,4,0,0,0,0,0,0,0,0,0,0
127930592,0,32,0,3,9,0,1,7076,8,43,32,1,0,26065,10410.33,11496,18964.55
127930594,1,25,0,4,3,0,2,0,1,7,6,1,0,4500,2479.65,4500,6119.91
127930598,1,27,0,4,3,0,1,0,7,40,40,0,0,32908,13810.88,9543,17944.73
127930599,0,22,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0
127930600,1,41,0,4,9,0,1,0,2,8,8,0,0,7269,4805.74,5500,7478.7
127931371,1,28,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0
127931372,0,31,0,3,9,0,1,0,12,83,83,0,0,65059,10337.42,9529,22840.88
127931377,1,27,0,4,9,0,1,10467,15,70,64,0,0,33598,0,3800,12184.57
127931378,1,22,0,3,9,0,1,5000,1,4,0,1,0,5000,4265.2,5000,6825.12
127931380,0,22,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
127931381,0,27,0,4,9,0,6,0,11,70,68,1,0,39257,0,7713,17821.86
127931382,1,19,0,2,9,0,3,0,10,46,46,0,0,13483,3308.31,5000,6075.46
127931384,1,28,0,2,1,0,1,0,2,6,3,1,0,5900,0,3800,4332.15
127931385,1,37,0,3,1,0,1,0,4,4,4,0,0,6449,0,3500,3949.16
127931388,1,25,2,2,9,0,1,0,2,8,8,0,0,6037.66,0,4500,5363.34
