ID,性别,性别2,年龄,注册时间,文化程度,文化程度2,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,收入情况2,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127935487,男,1,29,2016/3/26,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"24,186.00",33,175,175,0,0,日常消费,暂无,68874,0,4849,23444.49
127935488,女,2,26,2018/8/18,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,5,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127935489,女,2,31,2016/12/16,无,1,无,无,暂未提供,日常消费,个人存款,私营业主,5000-8000（含5000）,3,暂未提供,8,32,32,0,0,日常消费,暂无,19141,6369.02,4245,9333.63
127935490,男,1,21,2016/12/9,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,医疗,暂无,0,0,0,0
127935491,女,2,19,2018/5/11,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,1,4,4,0,0,日常消费,暂无,1750,1521.92,1750,2379.82
127935492,男,1,18,2018/9/7,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,旅游,暂无,0,0,0,0
127935494,男,1,38,2017/3/30,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,12,58,40,17,0,日常消费,暂无,19110,1583.81,4000,6225.34
127935496,女,2,21,2017/6/25,无,1,无,无,暂未提供,医疗,个人存款,私营业主,2000-5000（含2000）,2,暂未提供,4,17,9,3,0,医疗,暂无,11550,0,7000,9035.52
127935497,女,2,38,2017/1/16,无,1,无,无,暂未提供,旅游,经营收入,私营业主,8000-15000（含8000）,4,"133,907.00",14,88,85,3,0,旅游,暂无,79517,16283.79,15903,41616.09
127935498,男,1,27,2016/3/31,无,1,无,无,暂未提供,日常消费,投资收入,暂未提供,5000-8000（含5000）,3,暂未提供,4,19,14,5,0,日常消费,暂无,7676,1966.74,3560,4455.8
127935499,男,1,37,2016/11/13,无,1,无,无,暂未提供,旅游,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,4,19,10,9,0,旅游,暂无,7501,1822.82,2800,4428.61
127935502,女,2,28,2015/6/24,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,1,3,2,1,0,日常消费,暂无,4000,4079.88,4000,5439.84
127935504,男,1,23,2017/3/31,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,2,2,0,0,日常消费,暂无,2350,1848.6,2350,2772.9
127935505,男,1,40,2017/8/6,无,1,无,无,暂未提供,生产经营,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,3,19,14,5,0,生产经营,暂无,5926,1777.42,2287,3941.74
127935506,男,1,34,2015/11/20,无,1,无,无,暂未提供,生产经营,个人存款,私营业主,5000-8000（含5000）,3,"1,562.00",5,24,23,1,0,生产经营,暂无,14432,1743.25,5500,6581.83
127935507,女,2,29,2017/5/18,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,4,"22,268.00",2,7,6,1,0,日常消费,暂无,5460,2053.6,2800,3349.2
127935509,男,1,27,2015/1/4,无,1,无,无,有逾期,信用卡,旅游,薪资收入,5000-8000（含5000）,3,"7,104.00",6,30,30,0,0,旅游,暂无,28093,7677.93,11000,13949.48
127935510,女,2,49,2016/4/8,无,1,无,无,暂未提供,旅游,经营收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,7,5,2,0,旅游,暂无,4800,2609.4,4800,6536.82
127935511,男,1,34,2017/12/4,无,1,无,无,暂未提供,日常消费,个人存款,私营业主,5000-8000（含5000）,3,暂未提供,2,9,9,0,0,日常消费,暂无,2000,0,1000,1269.06
127935512,男,1,30,2016/2/16,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"1,500.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127935513,女,2,43,2017/4/27,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,3,暂未提供,1,7,7,0,0,日常消费,暂无,16000,0,16000,17698.92
127935514,男,1,35,2015/10/25,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,10,61,58,3,0,日常消费,暂无,23700,6722.16,8000,9409.44
127935517,男,1,23,2017/6/18,本科,3,宝鸡文理学院,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,3,1,2,0,日常消费,暂无,2000,0,2000,2166.75
127935518,女,2,23,2017/10/8,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"8,126.00",10,37,30,6,0,日常消费,暂无,19477,4216.44,6000,7290.05
127935523,男,1,25,2017/5/18,专科,2,山西机电职工学院,成人,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,7,35,35,0,0,日常消费,暂无,25571,7304.9,7000,9785.32
127935524,男,1,35,2018/2/6,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,"13,803.00",6,50,50,0,0,日常消费,暂无,27155,3400.26,8500,11558.1
127935525,女,2,25,2016/12/19,无,1,无,无,暂未提供,日常消费,个人存款,私营业主,2000-5000（含2000）,2,暂未提供,5,34,33,1,0,日常消费,暂无,15566,1970.16,5000,8000.69
127935528,男,1,39,2014/8/17,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,13,71,68,3,0,日常消费,暂无,46491,7644.17,9000,10896.55
127935529,男,1,33,2016/11/19,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,2,8,8,0,0,日常消费,暂无,3700,2620.46,3000,4079.28
127935530,男,1,32,2016/7/20,专科,2,中山职业技术学院,普通,暂未提供,兼职创业,个人存款,暂未提供,5000-8000（含5000）,3,"3,800.00",20,112,106,6,0,兼职创业,暂无,67000,4637.92,8266,18401.15
127935531,男,1,18,2018/8/22,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,1,1,0,0,日常消费,暂无,3728,0,3728,0
127935533,男,1,30,2016/11/15,无,1,无,无,有逾期,其他贷款,装修,薪资收入,5000-8000（含5000）,3,"102,445.00",1,12,12,0,0,装修,暂无,3000,0,3000,3528.48
127935539,男,1,22,2017/6/27,无,1,无,无,暂未提供,医疗,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,2,6,6,0,0,医疗,暂无,2000,549.9,1000,1190.01
127935540,男,1,35,2018/2/25,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"2,000.00",1,2,2,0,0,日常消费,暂无,2350,1848.6,2350,2772.9
127935543,男,1,22,2017/5/17,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,12,52,45,7,0,日常消费,暂无,14711,8514.44,2526,9285.52
127935545,男,1,27,2015/8/17,无,1,无,无,无逾期,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,31,238,231,4,0,日常消费,暂无,75978,0,5209,21576.74
127935547,女,2,29,2017/9/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"6,563.00",1,3,3,0,0,日常消费,暂无,3000,1769.91,3000,3539.82
127935548,女,2,49,2016/3/31,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,暂未提供,9,61,40,13,1,日常消费,暂无,7065,0,2100,3881.43
127935550,女,2,28,2015/10/19,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,7,33,33,0,0,日常消费,暂无,20394,2975.62,8000,10465.98
127935551,男,1,53,2016/2/18,无,1,无,无,有逾期,其他贷款,生产经营,投资收入,5000-8000（含5000）,3,暂未提供,1,3,3,0,0,生产经营,暂无,2000,1179.9,2000,1966.5
127935552,女,2,25,2015/12/1,无,1,无,无,暂未提供,医疗,薪资收入,私营业主,8000-15000（含8000）,4,暂未提供,13,67,66,1,0,医疗,暂无,34998,14105.3,8264,16378.77
127935553,男,1,37,2016/5/12,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"40,599.00",8,64,60,4,0,日常消费,暂无,13225,1898.31,3400,5951.88
127935554,男,1,29,2017/4/14,本科,3,吉林师范大学博达学院,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,5,48,21,24,3,日常消费,暂无,18123,0,10000,13311.6
127935555,男,1,36,2016/11/15,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127935556,男,1,38,2017/1/2,专科,2,电子科技大学,网络教育,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,6,29,26,3,0,日常消费,暂无,29080,4308.47,12000,12884.83
127935557,男,1,28,2016/4/22,无,1,无,无,暂未提供,生产经营,个人存款,暂未提供,5000-8000（含5000）,3,"6,701.00",5,18,18,0,0,生产经营,暂无,8890,0,2000,2283.72
127935558,男,1,20,2018/4/10,专科,2,邵阳职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"9,617.00",1,5,5,0,0,日常消费,暂无,4250,3098.41,4250,5779.05
127935560,男,1,26,2016/9/7,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,8,37,34,2,0,日常消费,暂无,22566,5792.27,5526,8153.83
127935561,男,1,30,2016/5/19,专科,2,兰州理工大学,自考,有逾期,住房贷,日常消费,薪资收入,2000-5000（含2000）,2,暂未提供,21,185,183,2,0,日常消费,暂无,83132,14755.36,15000,36377.16
127935562,男,1,24,2018/5/9,无,1,无,无,暂未提供,医疗,经营收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,2,2,0,0,医疗,暂无,2513,3130.6,2013,589.92
127935563,男,1,28,2016/11/19,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,17,113,109,2,0,日常消费,暂无,38196,6540.6,3700,14739.43
127935566,男,1,31,2016/6/25,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,"8,300.00",14,67,66,1,0,日常消费,暂无,30117,5693.62,7000,8883.81
127935567,男,1,26,2018/7/3,本科,3,北方民族大学,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"20,765.00",2,2,2,0,0,日常消费,暂无,5000,4418.24,4000,5045.52
127935568,男,1,19,2017/12/26,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,8,0,8,0,日常消费,暂无,1250,533.16,1250,1709.55
127935570,女,2,26,2016/11/17,无,1,无,无,暂未提供,旅游,个人存款,私营业主,5000-8000（含5000）,3,"6,470.00",1,2,2,0,0,旅游,暂无,5400,6119.9,5400,7343.88
127935571,男,1,26,2016/4/28,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,3,36,35,1,0,日常消费,暂无,6314,0,3000,3530.6
127935572,男,1,32,2017/12/18,本科,3,福建师范大学,网络教育,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,2,"76,895.00",0,0,0,0,0,装修,暂无,0,0,0,0
127935574,男,1,23,2015/9/9,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,11,9,0,2,医疗,暂无,1200,0,700,741.36
127935576,男,1,22,2017/12/15,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127935577,男,1,27,2017/10/3,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,5,18,18,0,0,旅游,暂无,5300,1255.17,2000,3108.95
127935579,男,1,43,2015/5/1,专科,2,西南交通大学,成人,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,1,1,0,0,日常消费,暂无,1500,0,1500,2039.88
127935581,女,2,27,2017/5/4,无,1,无,无,无逾期,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,7,63,63,0,0,日常消费,暂无,12428,2766.7,4025,6350.52
127935584,男,1,26,2017/5/24,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,"4,254.00",7,35,35,0,0,日常消费,暂无,17764,5943.35,8500,10167.48
127935585,男,1,29,2017/8/17,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,3,926,1,6,2,4,0,装修,暂无,5000,0,5000,5714.46
127935586,男,1,43,2015/10/14,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,6,36,32,3,0,日常消费,暂无,19076,3130.34,4000,5071.44
127935587,男,1,25,2015/12/18,专科,2,武汉工商学院,普通,有逾期,其他贷款,日常消费,薪资收入,5000-8000（含5000）,3,暂未提供,11,84,84,0,0,日常消费,暂无,22718,5025.11,3960,12745.49
127935588,男,1,27,2017/5/2,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,700,1,4,4,0,0,日常消费,暂无,4000,3478.88,4000,5439.96
127935589,男,1,18,2017/11/20,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,1,4,4,0,0,日常消费,暂无,750,0,750,1019.89
127935590,男,1,31,2017/5/21,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,12,11,1,0,装修,暂无,4500,0,3400,3951.84
127935592,男,1,24,2016/5/31,本科,3,贵州大学科技学院,普通,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,"3,300.00",1,6,4,2,0,旅游,暂无,11500,0,11500,12829.05
127935594,男,1,30,2016/12/4,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,3,"54,456.00",2,6,6,0,0,日常消费,暂无,3020,0,1520,1781.04
127935596,男,1,28,2016/5/16,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127935597,男,1,22,2017/3/6,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,12,2,9,1,医疗,暂无,4200,0,4200,5034.84
127935599,男,1,23,2017/2/28,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,10,19,19,0,0,日常消费,暂无,12410,0,1750,2913.33
127935600,男,1,28,2017/8/6,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,5,18,17,1,0,日常消费,暂无,14247,2919.88,5500,7207.3
127935601,男,1,32,2015/10/14,无,1,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,9,69,69,0,0,旅游,暂无,36676,8566.79,6000,15126.31
127935603,男,1,26,2018/5/20,无,1,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,旅游,暂无,0,0,0,0
127935604,男,1,31,2015/11/17,专科,2,石家庄职业技术学院,普通,暂未提供,兼职创业,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,15,101,95,6,0,兼职创业,暂无,67586,11294.62,8500,20638.35
127935607,男,1,34,2016/7/24,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,"85,202.00",16,89,71,18,0,日常消费,暂无,43559,9313.67,10000,13955.73
127935610,男,1,28,2017/3/17,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,3,2,1,0,装修,暂无,1250,0,1250,1464.66
127935611,男,1,20,2018/1/9,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,2,"1,183.00",1,4,4,0,0,日常消费,暂无,700,0,700,825.84
127935612,女,2,29,2016/10/31,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,3,18,18,0,0,日常消费,暂无,4046,0,2500,3513.86
127935615,男,1,21,2016/4/1,无,1,无,无,暂未提供,日常消费,投资收入,暂未提供,5000-8000（含5000）,3,"2,180.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127935618,男,1,36,2017/7/25,无,1,无,无,暂未提供,医疗,投资收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,1,1,0,0,医疗,暂无,3000,0,3000,3546.96
127935620,男,1,21,2017/1/13,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,16,16,0,0,日常消费,暂无,3995,1826.32,2700,3671.1
127935622,女,2,26,2017/6/19,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,1,5,5,0,0,日常消费,暂无,1000,728.98,1000,1359.66
127935626,女,2,25,2015/10/11,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,10,27,26,1,0,日常消费,暂无,15734,4476.45,4560,5402.16
127935627,男,1,42,2017/7/11,专科,2,中央广播电视大学,成人,暂未提供,日常消费,薪资收入,暂未提供,15000及以上,5,"295,634.00",7,35,35,0,0,日常消费,暂无,22455,5478.99,5131,8916.54
127935628,男,1,27,2015/7/14,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"113,182.00",1,5,4,1,0,日常消费,暂无,6000,4391.73,6000,8184
127935629,男,1,22,2017/5/28,无,1,无,无,无逾期,兼职创业,投资收入,暂未提供,5000-8000（含5000）,3,"14,717.00",1,3,3,0,0,兼职创业,暂无,3000,1686.78,3000,3539.76
127935630,男,1,35,2017/4/25,本科,3,黑龙江科技学院,普通,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,4,暂未提供,6,41,40,1,0,日常消费,暂无,29245,7071.68,15000,16892.76
127935631,男,1,41,2017/10/24,无,1,无,无,暂未提供,旅游,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,5,20,19,1,0,旅游,暂无,11498,2377.37,5000,5959.26
127935632,男,1,29,2016/7/24,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,921,5,20,17,3,0,日常消费,暂无,15656,4919.61,5200,6548.07
127935635,男,1,24,2016/5/13,无,1,无,无,暂未提供,装修,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,2,12,12,0,0,装修,暂无,5000,0,3000,3159.43
127935637,女,2,22,2018/1/7,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127935638,男,1,32,2017/10/18,本科,3,肇庆学院,普通,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,3,"2,761.00",4,16,15,1,0,装修,暂无,20334,2863.67,9000,10110.54
127935642,男,1,31,2013/10/16,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,2,19,19,0,0,医疗,暂无,12168,889.04,8800,10438.32
127935643,男,1,37,2016/9/28,硕士研究生,4,石河子大学,研究生,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"12,333.00",4,25,5,16,0,日常消费,暂无,16031,0,8500,9482.34
127935646,男,1,28,2016/2/9,本科,3,华中农业大学,自考,暂未提供,装修,薪资收入,私营业主,15000及以上,5,暂未提供,3,16,13,3,0,装修,暂无,27996,3536.72,12500,14443.02
127935648,男,1,20,2017/9/18,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,7,6,1,0,旅游,暂无,2100,0,1050,1251.42
127935649,男,1,26,2014/4/9,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,30,11,11,8,旅游,暂无,8500,0,4000,7534.94
127935651,女,2,27,2017/10/17,无,1,无,无,暂未提供,装修,薪资收入,私营业主,15000及以上,5,"314,839.00",4,17,10,6,0,装修,暂无,23970,10073.37,10000,13350.78
127935654,男,1,35,2016/9/22,无,1,无,无,暂未提供,装修,经营收入,暂未提供,15000及以上,5,暂未提供,17,91,91,0,0,装修,暂无,45083,7794.85,5000,13592.38
127935656,男,1,25,2018/9/10,无,1,无,无,暂未提供,兼职创业,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,兼职创业,暂无,0,0,0,0
127935657,男,1,43,2016/5/28,无,1,无,无,暂未提供,日常消费,薪资收入,公务员,2000-5000（含2000）,2,"119,813.00",1,5,5,0,0,日常消费,暂无,6000,4391.73,6000,8158.68
127935660,男,1,22,2017/4/21,无,1,无,无,无逾期,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,4,15,15,0,0,日常消费,暂无,2500,0,800,990.18
127935662,男,1,29,2017/6/6,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,4,"72,710.00",3,20,13,7,0,日常消费,暂无,10641,3156.68,5500,6699.21
127935665,男,1,25,2017/10/25,专科,2,河南理工大学万方科技学院,普通,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,4,"26,308.00",1,10,8,2,0,日常消费,暂无,7100,1414.76,7100,8488.56
127935667,男,1,26,2018/3/11,无,1,无,无,暂未提供,旅游,经营收入,工薪族,暂未提供,0,"16,499.00",0,0,0,0,0,旅游,暂无,0,0,0,0
127935670,男,1,18,2018/3/17,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,5,4,1,0,日常消费,暂无,7500,5489.61,7500,10198.26
127935673,女,2,27,2017/11/12,专科,2,黑龙江幼儿师范高等专科学校,成人,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,2,暂未提供,5,22,13,9,0,日常消费,暂无,19200,4558.39,8500,9434.17
127935675,女,2,26,2017/8/5,专科,2,延安大学,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"5,019.00",1,2,0,2,0,日常消费,暂无,6000,4719.84,6000,7117.4
127935679,男,1,22,2017/2/25,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,2,2,0,0,医疗,暂无,1500,1699.9,1500,2039.88
127935680,男,1,32,2017/3/14,专科,2,四川建筑职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,4,34,33,1,0,日常消费,暂无,6806,1153.2,3000,3549.33
127935682,男,1,50,2017/8/20,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,8,8,0,0,日常消费,暂无,2000,259.98,1000,1269.9
127935685,男,1,32,2016/7/7,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,16,62,61,1,0,日常消费,暂无,33988,5655.74,8100,10279.89
127935686,男,1,28,2017/8/1,无,1,无,无,暂未提供,兼职创业,经营收入,私营业主,8000-15000（含8000）,4,"12,714.00",3,10,9,1,0,兼职创业,暂无,10600,1429.77,4000,4705.62
127935688,男,1,31,2016/6/10,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"73,553.00",9,42,38,4,0,日常消费,暂无,26444,4608.12,6400,9157.32
127935689,男,1,29,2017/5/20,专科,2,江苏联合职业技术学院,普通,暂未提供,旅游,个人存款,暂未提供,5000-8000（含5000）,3,暂未提供,8,62,61,1,0,旅游,暂无,13700,0,3000,12009.68
127935690,男,1,46,2017/6/20,无,1,无,无,暂未提供,日常消费,投资收入,私营业主,15000及以上,5,暂未提供,1,5,4,1,0,日常消费,暂无,4000,2916.13,4000,5439.06
127935692,女,2,36,2015/6/4,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"44,564.00",20,126,126,0,0,日常消费,暂无,65742,14629.72,7470,28014.37
127935693,男,1,39,2015/12/5,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,19,112,109,3,0,旅游,暂无,47098,4722.29,8000,14363.33
127935695,男,1,30,2017/9/23,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,8000-15000（含8000）,4,"10,367.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127935699,男,1,26,2018/2/7,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,3,3,0,0,日常消费,暂无,11000,0,11000,11989.86
127935700,男,1,28,2018/2/14,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,9,8,1,0,旅游,暂无,2643,1108.1,2000,2719.44
127935701,男,1,40,2016/7/11,无,1,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,3,30,28,2,0,旅游,暂无,6599,0,3000,5443.28
127935705,男,1,24,2017/11/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"1,876.00",4,21,21,0,0,日常消费,暂无,17266,3462.96,6000,11141.07
127935708,男,1,35,2016/9/24,无,1,无,无,有逾期,信用卡,日常消费,薪资收入,5000-8000（含5000）,3,"3,400.00",1,2,1,1,0,日常消费,暂无,14600,15945.3,14600,19134.36
127935710,男,1,31,2017/2/15,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,3,"24,933.00",10,50,31,19,0,医疗,暂无,19538,4937.89,5500,7406.46
127935711,女,2,28,2018/9/8,无,1,无,无,暂未提供,旅游,投资收入,暂未提供,8000-15000（含8000）,4,暂未提供,0,0,0,0,0,旅游,暂无,0,0,0,0
127935712,男,1,26,2015/6/16,无,1,无,无,暂未提供,旅游,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,1,2,2,0,0,旅游,暂无,4000,3146.52,4000,4719.78
127935713,男,1,28,2017/8/23,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,4,28,27,1,0,日常消费,暂无,12711,4000.03,5000,9999.09
127935715,女,2,27,2018/3/10,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,4,4,0,0,装修,暂无,4680,4602.64,4680,6074.64
127935716,女,2,30,2016/3/4,无,1,无,无,暂未提供,生产经营,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,4,4,0,0,生产经营,暂无,2500,2174.24,2500,3058.83
127935717,男,1,19,2018/1/9,无,1,无,无,暂未提供,日常消费,投资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,5,5,0,0,日常消费,暂无,750,140.56,750,723.57
127935719,男,1,20,2018/2/23,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,暂未提供,1,12,12,0,0,日常消费,暂无,500,0,500,679.82
127935721,男,1,31,2016/4/16,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,13,50,49,0,0,日常消费,暂无,88670,7654.93,16204,26954.28
127935724,男,1,20,2018/9/7,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
